movie_id,title,director,year,runtime,genres
tt0478197,Leonard Cohen: I'm Your Man,Lian Lunson,2005,105,"Biography,Documentary,Music"
tt0497116,An Inconvenient Truth,Davis Guggenheim,2006,96,Documentary
tt0783489,Carlos Mencia: No Strings Attached,David Steinberg,2006,60,"Comedy,Documentary"
tt0798733,Return to Gorée,Pierre-Yves Borgeaud,2007,110,"Documentary,Music"
tt0815241,Religulous,Larry Charles,2008,101,"Comedy,Documentary,War"
tt0818682,Islam: What the West Needs to Know,"Bryan Daly, Gregory M. Davis",2006,98,Documentary
tt0832903,Manufactured Landscapes,Jennifer Baichwal,2006,86,Documentary
tt0906091,To Die in Jerusalem,Hilla Medalia,2007,40,"Documentary,Short"
tt0912593,No End in Sight,Charles Ferguson,2007,102,"Documentary,War"
tt0986354,Frank and Cindy,G.J. Echternkamp,2007,73,"Biography,Documentary,Drama"
tt0047834,Animal Farm,"Joy Batchelor, John Halas",1954,72,"Animation,Drama"
tt0052646,The Brain That Wouldn't Die,Joseph Green,1962,82,"Horror,Sci-Fi"
tt0061868,King Kong Escapes,Ishirō Honda,1967,96,"Action,Adventure,Family"
tt0064027,The Angry Breed,David Commons,1968,94,Drama
tt0070000,Double Indemnity,Jack Smight,1973,74,"Crime,Drama,Romance"
tt0070784,Terror on the Beach,Paul Wendkos,1973,74,"Action,Drama,Thriller"
tt0075132,The Return of a Man Called Horse,Irvin Kershner,1976,129,"Drama,Western"
tt0076191,The Incredible Melting Man,William Sachs,1977,86,"Horror,Sci-Fi"
tt0077696,Hooper,Hal Needham,1978,99,"Action,Comedy"
tt0078801,Ashanti,Richard Fleischer,1979,118,"Action,Adventure,Drama"
tt0083170,Tarzan the Ape Man,John Derek,1981,115,"Adventure,Drama"
tt0084021,Grease 2,Patricia Birch,1982,115,"Comedy,Music,Musical"
tt0087499,"The Jerk, Too",Michael Schultz,1984,95,Comedy
tt0089880,Rambo: First Blood Part II,George P. Cosmatos,1985,96,"Action,Adventure,Thriller"
tt0091631,Nightmare Weekend,Henri Sala,1986,85,"Horror,Sci-Fi"
tt0091859,"Rita, Sue and Bob Too",Alan Clarke,1987,89,"Comedy,Drama"
tt0096870,Going Overboard,Valerie Breiman,1989,99,Comedy
tt0097635,Jesus of Montreal,Denys Arcand,1989,120,"Drama,Romance"
tt0097670,Kinjite: Forbidden Subjects,J. Lee Thompson,1989,97,"Action,Crime,Drama"
tt0100248,The Night Brings Charlie,Tom Logan,1990,75,Horror
tt0105699,Unlawful Entry,Jonathan Kaplan,1992,111,"Crime,Drama,Thriller"
tt0106997,Genghis Cohn,Elijah Moshinsky,1993,79,"Comedy,Drama"
tt0113305,Higher Learning,John Singleton,1995,128,"Crime,Drama,Thriller"
tt0117283,The Pallbearer,Matt Reeves,1996,98,"Comedy,Romance"
tt0117894,Thinner,Tom Holland,1996,93,"Fantasy,Horror"
tt0118580,Alibi,Andy Wolk,1997,120,Drama
tt0119052,The Education of Little Tree,Richard Friedenberg,1997,112,Drama
tt0119303,Home Alone 3,Raja Gosnell,1997,102,"Action,Comedy,Crime"
tt0119700,Moonbase,Paolo Mazzucato,1997,89,"Action,Sci-Fi"
tt0124265,The Voyage of the Mimi,"Richard Hendrick, D'Arcy Marsh",1984,30,"Adventure,Family,History"
tt0141369,Inspector Gadget,David Kellogg,1999,78,"Action,Adventure,Comedy"
tt0143096,The All New Adventures of Laurel & Hardy in 'For Love or Mummy',"John R. Cherry III, Larry Harmon",1999,85,Comedy
tt0150143,Claire Dolan,Lodge Kerrigan,1998,95,Drama
tt0167038,Belle's Magical World,"Bob Kline, Cullen Blaine, Dale Case, Daniel de la Vega, Barbara Dourmashkin-Case, Rick Leon, Burt Medall, Mitch Rochon",1998,92,"Adventure,Animation,Family"
tt0175880,Magnolia,Paul Thomas Anderson,1999,188,Drama
tt0184463,The Fear: Resurrection,Chris Angel,1999,87,Horror
tt0200374,Shaka Zulu: The Citadel,Joshua Sinclair,2001,179,Drama
tt0201538,Les convoyeurs attendent,Benoît Mariage,1999,94,"Comedy,Drama"
tt0252028,Surviving Christmas,Mike Mitchell,2004,91,"Comedy,Romance"
tt0253040,Diary of a Sex Addict,Joseph Brutsman,2001,93,Drama
tt0257044,Road to Perdition,Sam Mendes,2002,117,"Crime,Drama,Thriller"
tt0290382,A Wrinkle in Time,John Kent Harrison,2003,251,"Adventure,Family,Fantasy"
tt0306063,Severed,Matt Green,2002,89,Horror
tt0308132,The Corpse Grinders 2,Ted V. Mikels,2000,102,"Horror,Sci-Fi,Thriller"
tt0317676,House of the Dead,Uwe Boll,2003,90,"Action,Adventure,Horror"
tt0331338,16 Years of Alcohol,Richard Jobson,2003,102,"Crime,Drama"
tt0339531,Sasquatch Hunters,Fred Tepper,2005,88,"Action,Horror,Thriller"
tt0340883,Open House,Dan Mirvish,2004,95,Musical
tt0367817,S.I.C.K. Serial Insane Clown Killer,Bob Willems,2003,97,"Horror,Thriller"
tt0374569,Che: Part Two,Steven Soderbergh,2008,135,"Biography,Drama,History"
tt0375154,Tristan + Isolde,Kevin Reynolds,2006,125,"Action,Drama,Romance"
tt0377818,The Dukes of Hazzard,Jay Chandrasekhar,2005,104,"Action,Adventure,Comedy"
tt0408309,"Carmilla, the Lesbian Vampire",Vince D'Amato,2004,85,"Drama,Horror"
tt0425638,The War of the Worlds,Timothy Hines,2005,179,"Action,Adventure,Sci-Fi"
tt0439932,The Jane Show,"George Bloomfield, T.W. Peacocke, Brian K. Roberts, Paul Fox, Craig Pryce, Ron Murphy, Chris Deacon",2004,30,Comedy
tt0444628,Fay Grim,Hal Hartley,2006,118,"Action,Comedy,Thriller"
tt0453671,Garam Masala,Priyadarshan,2005,146,"Comedy,Romance"
tt0459387,The Great Ecstasy of Robert Carmichael,Thomas Clay,2005,96,"Crime,Drama"
tt0468482,Fungicide,Dave Wascavage,2002,84,"Comedy,Horror"
tt0473356,The Flock,Wai Keung Lau,2007,96,"Crime,Drama,Mystery"
