movie_id,title,director,year,runtime,genres
tt0066714,The Six Wives of Henry VIII,"Naomi Capon, John Glenister",1970,540,"Biography,Drama,History"
tt0068152,$,Richard Brooks,1971,121,"Comedy,Crime,Drama"
tt0068504,Dr. Tarr's Torture Dungeon,Juan López Moctezuma,1973,84,Horror
tt0072417,A Woman Under the Influence,John Cassavetes,1974,155,"Drama,Romance"
tt0074682,The Sensuous Nurse,Nello Rossati,1975,105,Comedy
tt0075357,Tunnel Vision,"Neal Israel, Bradley R. Swirnoff",1976,70,Comedy
tt0076709,Game of Death II,"See-Yuen Ng, Sammo Kam-Bo Hung, Corey Yuen",1980,96,"Action,Crime,Mystery"
tt0078015,Eyes Behind the Stars,Mario Gariazzo,1978,92,"Crime,Horror,Mystery"
tt0080116,Wanda Nevada,Peter Fonda,1979,107,"Comedy,Mystery,Romance"
tt0082425,Full Moon High,Larry Cohen,1981,93,"Comedy,Fantasy,Horror"
tt0082508,Heartland,Richard Pearce,1979,96,"Drama,Western"
tt0083541,Alley Cat,"Victor M. Ordonez, Ed Palmos, Al Valletta",1984,82,"Action,Crime"
tt0083739,Class of 1984,Mark L. Lester,1982,98,"Action,Crime,Drama"
tt0084920,Wrong Is Right,Richard Brooks,1982,117,"Comedy,Drama,Thriller"
tt0086250,Scarface,Brian De Palma,1983,170,"Crime,Drama"
tt0086379,Stroker Ace,Hal Needham,1983,96,"Action,Comedy,Romance"
tt0089326,Igor and the Lunatics,W.J. Parolini,1985,82,Horror
tt0090060,St. Elmo's Fire,Joel Schumacher,1985,108,"Drama,Romance"
tt0092615,The Barbarians,Ruggero Deodato,1987,87,"Action,Adventure,Fantasy"
tt0092815,Daddy,John Herzfeld,1987,100,Drama
tt0093995,Slugs,Juan Piquer Simón,1988,89,Horror
tt0099012,Alice,Woody Allen,1990,106,"Comedy,Romance"
tt0101452,Bill & Ted's Bogus Journey,Peter Hewitt,1991,93,"Adventure,Comedy,Fantasy"
tt0103336,Zombie '90: Extreme Pestilence,Andreas Schnaas,1991,75,"Horror,Sci-Fi"
tt0138987,20 Dates,Myles Berkowitz,1998,87,"Biography,Comedy,Romance"
tt0139388,It Had to Be You,Steven Feder,2000,96,"Comedy,Romance"
tt0178130,Cleopatra,Franc Roddam,1999,177,"Biography,Drama,History"
tt0180207,Total Stranger,Joe Cacaci,1999,94,"Drama,Thriller"
tt0191915,Hide and Seek,Sidney J. Furie,2000,100,"Crime,Drama,Thriller"
tt0230631,A Perfect Son,Leonard Farlinger,2000,89,Drama
tt0232908,Voodoo Academy,David DeCoteau,2000,92,"Fantasy,Horror,Thriller"
tt0239195,Survivor,"Michael Simon, Don Roy King, Glenn Weiss, Joe DeMaio, Bill Brady, David Kangas, Michael Dimich, Rob Klug",2000,60,"Adventure,Game-Show,Reality-TV"
tt0240900,Slackers,Dewey Nicks,2002,86,"Comedy,Romance"
tt0258885,Platform,Zhangke Jia,2000,154,"Drama,History"
tt0267440,Do You Wanna Know a Secret?,Ty Bradford,2001,90,"Horror,Mystery,Thriller"
tt0277931,OffOn,Scott Bartlett,1968,9,Short
tt0283974,Return to Cabin by the Lake,Po-Chih Leong,2001,89,"Comedy,Horror,Thriller"
tt0291833,Cradle of Fear,Alex Chandon,2001,120,Horror
tt0326856,Envy,Barry Levinson,2004,99,Comedy
tt0335563,Wonderland,James Cox,2003,104,"Crime,Drama,Mystery"
tt0350091,Satan's School for Lust,Terry M. West,2002,65,Horror
tt0372401,Sex Sells: The Making of 'Touché',Jonathan Liebert,2005,96,"Comedy,Romance"
tt0375785,Gray Matters,Sue Kramer,2006,96,"Comedy,Romance"
tt0377057,Elvis Has Left the Building,Joel Zwick,2004,90,Comedy
tt0389796,The Best Thief in the World,Jacob Kornbluth,2004,93,"Comedy,Drama"
tt0390468,Septem8er Tapes,Christian Johnston,2004,95,"Drama,Thriller,War"
tt0391198,The Grudge,Takashi Shimizu,2004,91,"Horror,Mystery,Thriller"
tt0406943,The Gospel of Lou,Bret Carr,2003,72,Action
tt0424890,The Choke,Juan Mas,2006,90,"Horror,Thriller"
tt0436301,Feeding the Masses,Richard Griffin,2004,85,Horror
tt0443334,Attack of the Sabertooth,George Miller,2005,90,"Action,Adventure,Comedy"
tt0462160,Dead Tone,"Brian Hooks, Deon Taylor",2007,100,"Horror,Thriller"
tt0734607,Once Upon a Time,Norman Z. McLeod,1961,25,"Drama,Fantasy,Horror"
tt0734686,Two,Montgomery Pittman,1961,25,"Drama,Fantasy,Horror"
tt0762091,Domestic Import,Kevin Connor,2006,102,Comedy
tt0791303,A Summer in Genoa,Michael Winterbottom,2008,93,"Drama,Mystery,Romance"
