suite,question,method,repetition,truth_count,found_count,tp,fp,fn,precision,recall,f1,wall_seconds,llm_calls,cheap_calls,expensive_calls,cheap_seconds,expensive_seconds,cascade_target,calibration_budget,calibration_candidates,calibration_agreement,learned_confidence_threshold
5q,q_03,suql_v1,9,15,17,15,2,0,0.8823529411764706,1.0,0.9375,25.44769880300737,100,50,50,10.167959610975231,15.260521918986342,0.9,20,20,0.65,
5q,q_03,suql_v1,10,15,17,15,2,0,0.8823529411764706,1.0,0.9375,25.49089273599384,100,50,50,10.061926119960845,15.41093805897981,0.9,20,20,0.65,
5q,q_03,trummer_baseline,1,15,50,15,35,0,0.3,1.0,0.4615384615384615,142.44834773799812,59,0,59,0.0,142.33604343698244,0.9,20,0,0.0,
5q,q_03,trummer_baseline,2,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.3527815839916,59,0,59,0.0,141.2380275419855,0.9,20,0,0.0,
5q,q_03,trummer_baseline,3,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.213496655997,59,0,59,0.0,141.10348051392066,0.9,20,0,0.0,
5q,q_03,trummer_baseline,4,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.18147582099482,59,0,59,0.0,141.06958216302155,0.9,20,0,0.0,
5q,q_03,trummer_baseline,5,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.22893927700352,59,0,59,0.0,141.1174878750171,0.9,20,0,0.0,
5q,q_03,trummer_baseline,6,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.1249865419959,59,0,59,0.0,141.01560516897007,0.9,20,0,0.0,
5q,q_03,trummer_baseline,7,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.2765133310022,59,0,59,0.0,141.16349388794333,0.9,20,0,0.0,
5q,q_03,trummer_baseline,8,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.1836809259985,59,0,59,0.0,141.07062376306567,0.9,20,0,0.0,
5q,q_03,trummer_baseline,9,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.14237617200706,59,0,59,0.0,141.03077041907818,0.9,20,0,0.0,
5q,q_03,trummer_baseline,10,15,50,15,35,0,0.3,1.0,0.4615384615384615,141.09805735999544,59,0,59,0.0,140.98062141009723,0.9,20,0,0.0,
5q,q_03,trummer_v1,1,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,26.648052699994878,13,10,3,7.150821123999776,19.483334178003133,0.9,20,20,0.7692307692307693,
5q,q_03,trummer_v1,2,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.799210151002626,13,10,3,5.621820590036805,16.166184386005625,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,3,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.774042831006227,13,10,3,5.584090303033008,16.17699891999655,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,4,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.747090673001367,13,10,3,5.568064299994148,16.165486420999514,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,5,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.73695777799003,13,10,3,5.556608036000398,16.166522332991008,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,6,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.799677417002385,13,10,3,5.608018403989263,16.17829606900341,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,7,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.768044804994133,13,10,3,5.573700690001715,16.18129337899154,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,8,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.7858461959986,13,10,3,5.595025128000998,16.177402788001928,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,9,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.704018839998753,13,10,3,5.549655837996397,16.140814430022147,0.9,20,20,0.8461538461538461,
5q,q_03,trummer_v1,10,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,21.74344782398839,13,10,3,5.534639322999283,16.195968002997688,0.9,20,20,0.8461538461538461,
5q,q_04,suql_baseline,1,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,19.85277896100888,49,0,49,0.0,19.831790841024485,0.9,20,0,0.0,
5q,q_04,suql_baseline,2,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.38876869599335,49,0,49,0.0,18.366833202031557,0.9,20,0,0.0,
5q,q_04,suql_baseline,3,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.314508996991208,49,0,49,0.0,18.28936201405304,0.9,20,0,0.0,
5q,q_04,suql_baseline,4,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.524320115990122,49,0,49,0.0,18.504642810992664,0.9,20,0,0.0,
5q,q_04,suql_baseline,5,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.330802736993064,49,0,49,0.0,18.309629316994688,0.9,20,0,0.0,
5q,q_04,suql_baseline,6,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.41562079799769,49,0,49,0.0,18.395047534024343,0.9,20,0,0.0,
5q,q_04,suql_baseline,7,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.339710551997996,49,0,49,0.0,18.316508432020782,0.9,20,0,0.0,
5q,q_04,suql_baseline,8,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.204906619997928,49,0,49,0.0,18.183911993080983,0.9,20,0,0.0,
5q,q_04,suql_baseline,9,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.303923881001538,49,0,49,0.0,18.282771183992736,0.9,20,0,0.0,
5q,q_04,suql_baseline,10,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,18.179884709010366,49,0,49,0.0,18.15890870797739,0.9,20,0,0.0,
5q,q_04,suql_v1,1,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.430536567990202,99,50,49,10.356100558987237,18.05183368093276,0.9,20,20,0.4,
5q,q_04,suql_v1,2,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.63275595899904,99,50,49,10.377896523015806,18.234279584954493,0.9,20,20,0.4,
5q,q_04,suql_v1,3,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.728053771992563,99,50,49,10.340354163068696,18.36814382301236,0.9,20,20,0.4,
5q,q_04,suql_v1,4,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.799506843992276,99,50,49,10.449520041947835,18.327722291011014,0.9,20,20,0.4,
5q,q_04,suql_v1,5,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.68943102400226,99,50,49,10.302308709957288,18.366356321028434,0.9,20,20,0.4,
5q,q_04,suql_v1,6,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.886882589999004,99,50,49,10.498813869038713,18.367494079997414,0.9,20,20,0.4,
5q,q_04,suql_v1,7,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.633064310008194,99,50,49,10.314104521006811,18.299920322024263,0.9,20,20,0.4,
5q,q_04,suql_v1,8,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.33102386299288,99,50,49,10.302216577983927,18.009181122062728,0.9,20,20,0.4,
5q,q_04,suql_v1,9,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.239812528001494,99,50,49,10.12037744896952,18.100304376974236,0.9,20,20,0.4,
5q,q_04,suql_v1,10,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,28.252986087987665,99,50,49,10.147168363968376,18.0864339840482,0.9,20,20,0.4,
5q,q_04,trummer_baseline,1,15,38,13,25,2,0.34210526315789475,0.8666666666666667,0.4905660377358491,114.1965037239861,38,0,38,0.0,114.09168128400052,0.9,20,0,0.0,
5q,q_04,trummer_baseline,2,15,38,13,25,2,0.34210526315789475,0.8666666666666667,0.4905660377358491,112.8039574459981,38,0,38,0.0,112.69728952995501,0.9,20,0,0.0,
5q,q_04,trummer_baseline,3,15,38,13,25,2,0.34210526315789475,0.8666666666666667,0.4905660377358491,112.76821925600234,38,0,38,0.0,112.66234301702934,0.9,20,0,0.0,
5q,q_04,trummer_baseline,4,15,38,13,25,2,0.34210526315789475,0.8666666666666667,0.4905660377358491,112.74727073000395,38,0,38,0.0,112.64213572804874,0.9,20,0,0.0,
5q,q_04,trummer_baseline,5,15,38,13,25,2,0.34210526315789475,0.8666666666666667,0.4905660377358491,112.8083651689958,38,0,38,0.0,112.70277397301106,0.9,20,0,0.0,
5q,q_04,trummer_baseline,6,15,38,13,25,2,0.34210526315789475,0.8666666666666667,0.4905660377358491,112.81189681199612,38,0,38,0.0,112.70561748107139,0.9,20,0,0.0,
5q,q_04,trummer_baseline,7,15,38,13,25,2,0.34210526315789475,0.8666666666666667,0.4905660377358491,112.72512151098636,38,0,38,0.0,112.62105015304405,0.9,20,0,0.0,
