suite,question,method,repetition,truth_count,found_count,tp,fp,fn,precision,recall,f1,wall_seconds,llm_calls,cheap_calls,expensive_calls,cheap_seconds,expensive_seconds,cascade_target,calibration_budget,calibration_candidates,calibration_agreement,learned_confidence_threshold
5q,q_03,trummer_baseline,2,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,48.63299018796533,70,0,70,0.0,48.510713347932324,0.9,20,0,0.0,
5q,q_03,trummer_baseline,3,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,47.965135354024824,70,0,70,0.0,47.84154899889836,0.9,20,0,0.0,
5q,q_03,trummer_baseline,4,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,48.00080870697275,70,0,70,0.0,47.87672245304566,0.9,20,0,0.0,
5q,q_03,trummer_baseline,5,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,47.83448623196455,70,0,70,0.0,47.71214693010552,0.9,20,0,0.0,
5q,q_03,trummer_baseline,6,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,47.76170789502794,70,0,70,0.0,47.642395152885,0.9,20,0,0.0,
5q,q_03,trummer_baseline,7,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,47.689911892986856,70,0,70,0.0,47.56937096116599,0.9,20,0,0.0,
5q,q_03,trummer_baseline,8,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,47.631468319974374,70,0,70,0.0,47.508558682806324,0.9,20,0,0.0,
5q,q_03,trummer_baseline,9,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,47.8601752090035,70,0,70,0.0,47.7373717148439,0.9,20,0,0.0,
5q,q_03,trummer_baseline,10,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,47.824435392045416,70,0,70,0.0,47.70437771076104,0.9,20,0,0.0,
5q,q_03,trummer_v1,1,15,16,15,1,0,0.9375,1.0,0.967741935483871,19.801312911033165,9,7,2,15.933585786959156,3.856207321048714,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,2,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.916741519002244,9,7,2,13.133609552052803,3.7719937820220366,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,3,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.94780567701673,9,7,2,13.163034748053178,3.774091129016597,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,4,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.922298305027653,9,7,2,13.13673018902773,3.773390088987071,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,5,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.93586506997235,9,7,2,13.150227970036212,3.774511635012459,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,6,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.9321785820066,9,7,2,13.136966768070124,3.77912523096893,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,7,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.951317289029248,9,7,2,13.157664087077137,3.778011014976073,0.9,20,20,0.8947368421052632,
