suite,question,method,repetition,truth_count,found_count,tp,fp,fn,precision,recall,f1,wall_seconds,llm_calls,cheap_calls,expensive_calls,cheap_seconds,expensive_seconds,cascade_target,calibration_budget,calibration_candidates,calibration_agreement,learned_confidence_threshold
3q,q_01,trummer_baseline,3,15,42,15,27,0,0.35714285714285715,1.0,0.5263157894736842,15.043996599008096,14,0,14,0.0,14.995739454010618,0.9,20,0,0.0,
3q,q_01,trummer_baseline,4,15,42,15,27,0,0.35714285714285715,1.0,0.5263157894736842,14.991522076001274,14,0,14,0.0,14.943745916039916,0.9,20,0,0.0,
3q,q_01,trummer_baseline,5,15,42,15,27,0,0.35714285714285715,1.0,0.5263157894736842,15.006795688997954,14,0,14,0.0,14.960006571986014,0.9,20,0,0.0,
3q,q_01,trummer_v1,1,15,14,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724,14.259065539998119,15,8,7,6.181118751017493,8.062873323986423,0.9,20,20,0.4166666666666667,
3q,q_01,trummer_v1,2,15,17,14,3,1,0.8235294117647058,0.9333333333333333,0.8749999999999999,12.054931163002038,13,8,5,6.03418214400881,6.004967260014382,0.9,20,20,0.75,
3q,q_01,trummer_v1,3,15,14,13,1,2,0.9285714285714286,0.8666666666666667,0.896551724137931,12.845938937010942,13,8,5,6.054328319019987,6.776986431024852,0.9,20,20,0.6363636363636364,
3q,q_01,trummer_v1,4,15,13,11,2,4,0.8461538461538461,0.7333333333333333,0.7857142857142856,12.90689385299629,14,8,6,6.052354332015966,6.839071371010505,0.9,20,20,0.7272727272727273,
3q,q_01,trummer_v1,5,15,14,12,2,3,0.8571428571428571,0.8,0.8275862068965518,12.889446105007664,14,8,6,6.060271783993812,6.813540813993313,0.9,20,20,0.75,
3q,q_02,suql_baseline,1,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,18.02669443799823,47,0,47,0.0,18.0069048890291,0.9,20,0,0.0,
3q,q_02,suql_baseline,2,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,17.903413680003723,47,0,47,0.0,17.88454240001738,0.9,20,0,0.0,
3q,q_02,suql_baseline,3,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,17.934765349011286,47,0,47,0.0,17.914852229965618,0.9,20,0,0.0,
3q,q_02,suql_baseline,4,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,17.982295662994147,47,0,47,0.0,17.962384018988814,0.9,20,0,0.0,
3q,q_02,suql_baseline,5,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,17.960585352004273,47,0,47,0.0,17.940619494052953,0.9,20,0,0.0,
3q,q_02,suql_v1,1,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,57.78430730800028,97,50,47,39.91245691695076,17.849686409943388,0.9,20,20,0.8,
3q,q_02,suql_v1,2,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,57.53603935500723,97,50,47,39.7052974649996,17.807753711997066,0.9,20,20,0.85,
3q,q_02,suql_v1,3,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,57.52259671299544,97,50,47,39.67713582699071,17.818383744044695,0.9,20,20,0.8,
3q,q_02,suql_v1,4,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,57.7765420890064,97,50,47,39.86229800194269,17.892642418984906,0.9,20,20,0.7,
3q,q_02,suql_v1,5,15,17,13,4,2,0.7647058823529411,0.8666666666666667,0.8125,57.7811122439889,97,50,47,39.830308033982874,17.92796525801532,0.9,20,20,0.8,
3q,q_02,trummer_baseline,1,15,54,15,39,0,0.2777777777777778,1.0,0.4347826086956522,22.073897451002267,18,0,18,0.0,22.01099455804797,0.9,20,0,0.0,
3q,q_02,trummer_baseline,2,15,54,15,39,0,0.2777777777777778,1.0,0.4347826086956522,20.769306567992317,18,0,18,0.0,20.71483231098682,0.9,20,0,0.0,
3q,q_02,trummer_baseline,3,15,54,15,39,0,0.2777777777777778,1.0,0.4347826086956522,20.77951243300049,18,0,18,0.0,20.722788384984597,0.9,20,0,0.0,
3q,q_02,trummer_baseline,4,15,54,15,39,0,0.2777777777777778,1.0,0.4347826086956522,20.746815560996765,18,0,18,0.0,20.69297357100004,0.9,20,0,0.0,
3q,q_02,trummer_baseline,5,15,54,15,39,0,0.2777777777777778,1.0,0.4347826086956522,20.806193932003225,18,0,18,0.0,20.751162657994428,0.9,20,0,0.0,
3q,q_02,trummer_v1,1,15,20,15,5,0,0.75,1.0,0.8571428571428571,12.179879296003492,13,9,4,6.55810846699751,5.604710331012029,0.9,20,20,0.875,
3q,q_02,trummer_v1,2,15,21,14,7,1,0.6666666666666666,0.9333333333333333,0.7777777777777778,11.769034830998862,14,9,5,6.465199005004251,5.287202066989266,0.9,20,20,1.0,2.0
3q,q_02,trummer_v1,3,15,19,15,4,0,0.7894736842105263,1.0,0.8823529411764706,12.391123972003697,14,9,5,6.486725959999603,5.887294447005843,0.9,20,20,0.7777777777777778,
3q,q_02,trummer_v1,4,15,19,14,5,1,0.7368421052631579,0.9333333333333333,0.8235294117647058,12.52050210100424,14,9,5,6.482140905995038,6.0221442409965675,0.9,20,20,0.8888888888888888,
3q,q_02,trummer_v1,5,15,16,12,4,3,0.75,0.8,0.7741935483870969,13.38228237698786,15,9,6,6.4833421780203935,6.881398597994121,0.9,20,20,0.7777777777777778,
3q,q_03,suql_baseline,1,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,23.169861606002087,50,0,50,0.0,23.14815634403203,0.9,20,0,0.0,
3q,q_03,suql_baseline,2,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,22.92368861399882,50,0,50,0.0,22.901389414037112,0.9,20,0,0.0,
3q,q_03,suql_baseline,3,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,23.08583830599673,50,0,50,0.0,23.064378813956864,0.9,20,0,0.0,
3q,q_03,suql_baseline,4,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,23.13853568000195,50,0,50,0.0,23.11616855506145,0.9,20,0,0.0,
3q,q_03,suql_baseline,5,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,23.068439993992797,50,0,50,0.0,23.046835560031468,0.9,20,0,0.0,
3q,q_03,suql_v1,1,15,12,11,1,4,0.9166666666666666,0.7333333333333333,0.8148148148148148,45.89002423000056,70,50,20,36.56056530495698,9.311683954001637,0.9,20,20,1.0,2.0
3q,q_03,suql_v1,2,15,13,12,1,3,0.9230769230769231,0.8,0.8571428571428571,45.52522356699046,70,50,20,36.241893894955865,9.266385909955716,0.9,20,20,0.95,2.0
3q,q_03,suql_v1,3,15,14,13,1,2,0.9285714285714286,0.8666666666666667,0.896551724137931,45.663181525000255,70,50,20,36.43513905699365,9.210084121004911,0.9,20,20,0.9,2.0
3q,q_03,suql_v1,4,15,14,13,1,2,0.9285714285714286,0.8666666666666667,0.896551724137931,45.35661654500291,70,50,20,36.08715205099725,9.252409741980955,0.9,20,20,0.9,2.0
3q,q_03,suql_v1,5,15,12,11,1,4,0.9166666666666666,0.7333333333333333,0.8148148148148148,45.644220764006604,70,50,20,36.425896077998914,9.20123101901845,0.9,20,20,1.0,2.0
3q,q_03,trummer_baseline,1,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,67.88980766000168,58,0,58,0.0,67.78756892897945,0.9,20,0,0.0,
3q,q_03,trummer_baseline,2,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,66.90545167100208,58,0,58,0.0,66.80494276016543,0.9,20,0,0.0,
3q,q_03,trummer_baseline,3,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,66.9800918510009,58,0,58,0.0,66.87892936202115,0.9,20,0,0.0,
3q,q_03,trummer_baseline,4,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,66.91870639099216,58,0,58,0.0,66.81998249402386,0.9,20,0,0.0,
3q,q_03,trummer_baseline,5,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,67.11295086499013,58,0,58,0.0,67.00641119106149,0.9,20,0,0.0,
3q,q_03,trummer_v1,1,15,16,15,1,0,0.9375,1.0,0.967741935483871,11.90309466299368,11,9,2,8.262752823997289,3.63034162898839,0.9,20,20,0.9090909090909091,2.0
