suite,question,method,repetition,truth_count,found_count,tp,fp,fn,precision,recall,f1,wall_seconds,llm_calls,cheap_calls,expensive_calls,cheap_seconds,expensive_seconds,cascade_target,calibration_budget,calibration_candidates,calibration_agreement,learned_confidence_threshold
5q,q_03,trummer_baseline,10,15,38,14,24,1,0.3684210526315789,0.9333333333333333,0.5283018867924527,48.01411769200058,70,0,70,0.0,47.896490083971,0.9,20,0,0.0,
5q,q_03,trummer_v1,1,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,11.599070689000655,11,9,2,8.271788530997583,3.3140760569949634,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,2,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.492829348004307,11,9,2,6.227547493006568,3.2510919089982053,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,3,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.49777867699595,11,9,2,6.229071915986424,3.2565036460073316,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,4,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.439361576005467,11,9,2,6.1886125139863,3.238708297998528,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,5,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.451722122001229,11,9,2,6.1868479769836995,3.2509226970068994,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,6,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.458919669996249,11,9,2,6.197328443988226,3.248128553008428,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,7,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.514518252995913,11,9,2,6.259901004996209,3.2423830070038093,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,8,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.475630443994305,11,9,2,6.227704830009316,3.2344668329969863,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,9,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.490293490998738,11,9,2,6.213478667988966,3.264355994993821,0.9,20,20,0.9090909090909091,2.0
5q,q_03,trummer_v1,10,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,9.49638049799978,11,9,2,6.238797750011145,3.243574642998283,0.9,20,20,0.9090909090909091,2.0
5q,q_04,suql_baseline,1,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,21.034569096998894,49,0,49,0.0,21.010922692003078,0.9,20,0,0.0,
5q,q_04,suql_baseline,2,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.756415096002456,49,0,49,0.0,20.734855059003166,0.9,20,0,0.0,
5q,q_04,suql_baseline,3,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.754556791995128,49,0,49,0.0,20.73193445902143,0.9,20,0,0.0,
5q,q_04,suql_baseline,4,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.75555967100081,49,0,49,0.0,20.734005238016834,0.9,20,0,0.0,
5q,q_04,suql_baseline,5,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.67420597200544,49,0,49,0.0,20.652214691974223,0.9,20,0,0.0,
5q,q_04,suql_baseline,6,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.722634087003826,49,0,49,0.0,20.70056936099718,0.9,20,0,0.0,
5q,q_04,suql_baseline,7,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.681576142997073,49,0,49,0.0,20.659008749957138,0.9,20,0,0.0,
5q,q_04,suql_baseline,8,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.770533579001494,49,0,49,0.0,20.749011919011537,0.9,20,0,0.0,
5q,q_04,suql_baseline,9,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.72307058700244,49,0,49,0.0,20.702433503975044,0.9,20,0,0.0,
5q,q_04,suql_baseline,10,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.677563634999387,49,0,49,0.0,20.656549133018416,0.9,20,0,0.0,
5q,q_04,suql_v1,1,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.54989845700038,70,50,20,35.02202327600389,8.509866170010355,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,2,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.36831766900286,70,50,20,34.81729955800256,8.533675124002912,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,3,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.408238290001464,70,50,20,34.874293289962225,8.51566684300633,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,4,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.403591377995326,70,50,20,34.8707836149988,8.514998047015979,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,5,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.4160202819985,70,50,20,34.89126076496905,8.505726458002755,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,6,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.43316167399462,70,50,20,34.89815371599252,8.518049842998153,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,7,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.3357897340029,70,50,20,34.829589207001845,8.489233361993684,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,8,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.446471560004284,70,50,20,34.912481930005015,8.515752434002934,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,9,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.43748234999657,70,50,20,34.88170635399001,8.539411962992745,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,10,15,9,9,0,6,1.0,0.6,0.7499999999999999,43.56563588500285,70,50,20,35.01086511999165,8.53727597300167,0.9,20,20,1.0,2.0
5q,q_04,trummer_baseline,1,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,37.592683757000486,42,0,42,0.0,37.47830668799725,0.9,20,0,0.0,
5q,q_04,trummer_baseline,2,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.507182456996816,42,0,42,0.0,36.39684872799262,0.9,20,0,0.0,
5q,q_04,trummer_baseline,3,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.4348397979993,42,0,42,0.0,36.320857600017916,0.9,20,0,0.0,
5q,q_04,trummer_baseline,4,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.46449221900548,42,0,42,0.0,36.35511030197813,0.9,20,0,0.0,
5q,q_04,trummer_baseline,5,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.452341527998215,42,0,42,0.0,36.34495741198771,0.9,20,0,0.0,
5q,q_04,trummer_baseline,6,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.42445541900088,42,0,42,0.0,36.31099338399508,0.9,20,0,0.0,
